customer_id,gender,age,total_orders,price,payment_method,shopping_mall,invoice_date,Shopping Time,,,
CUST05596,Male,51,36,764.92,Credit Card,Ambience Mall,06-04-2023,Morning,,,
CUST05597,Female,34,11,4451.58,Cash,Orion Mall,05-10-2023,Night,,,
CUST05598,Male,18,32,3695.76,Cash,DLF Mall of India,20-10-2023,Morning,,,
CUST05599,Male,22,41,1539.46,Debit Card,Phoenix Marketcity,07-11-2023,Evening,,,
CUST05600,Female,40,3,4467.62,UPI,Inorbit Mall,05-01-2023,Night,,,
CUST05601,Female,34,34,1530.06,Debit Card,Lulu Mall,07-05-2023,Morning,,,
CUST05602,Male,63,37,3264.31,Cash,City Centre Mall,27-10-2023,Night,,,
CUST05603,Female,38,25,4442.37,Credit Card,Select Citywalk,30-06-2023,Morning,,,
CUST05604,Male,18,32,4883.49,UPI,DLF Mall of India,23-01-2023,Night,,,
CUST05605,Male,27,5,4109.08,Debit Card,DLF Mall of India,25-12-2023,Morning,,,
CUST05606,Female,33,25,2720.09,Debit Card,DLF Mall of India,30-06-2023,Evening,,,
CUST05607,Male,46,36,2310.91,Credit Card,VR Mall,12-08-2023,Night,,,
CUST05608,Male,36,9,1287.06,Debit Card,VR Mall,18-08-2023,Afternoon,,,
CUST05609,Female,26,4,1272.55,Cash,City Centre Mall,22-04-2023,Morning,,,
CUST05610,Male,47,12,1425.02,Wallet,Elante Mall,15-04-2023,Morning,,,
CUST05611,Female,60,19,1366.51,Cash,Phoenix Marketcity,05-02-2023,Evening,,,
CUST05612,Male,28,42,4146.13,Credit Card,City Centre Mall,07-05-2023,Evening,,,
CUST05613,Male,63,21,1943.08,Cash,DLF Mall of India,19-03-2023,Afternoon,,,
CUST05614,Male,30,23,3963.8,Credit Card,VR Mall,04-05-2023,Night,,,
CUST05615,Female,50,8,3532.19,Cash,Inorbit Mall,08-02-2023,Morning,,,
CUST05616,Female,36,42,4037.55,Wallet,DLF Mall of India,07-06-2023,Night,,,
CUST05617,Female,43,35,2882.12,Credit Card,Lulu Mall,07-01-2023,Morning,,,
CUST05618,Female,19,20,3901.95,Wallet,City Centre Mall,04-03-2023,Night,,,
CUST05619,Female,42,18,3948.39,Wallet,Select Citywalk,11-07-2023,Morning,,,
CUST05620,Female,44,3,4863.32,Credit Card,Elante Mall,12-10-2023,Morning,,,
CUST05621,Female,60,49,2018.28,UPI,Inorbit Mall,23-08-2023,Afternoon,,,
CUST05622,Male,43,16,2080.51,UPI,Ambience Mall,11-07-2023,Morning,,,
CUST05623,Female,19,13,1938.97,Credit Card,Ambience Mall,12-10-2023,Night,,,
CUST05624,Male,18,36,1972.45,Debit Card,Select Citywalk,22-03-2023,Afternoon,,,
CUST05625,Male,41,22,3733.33,Cash,Inorbit Mall,10-02-2023,Afternoon,,,
CUST05626,Female,26,29,3676.91,Credit Card,Select Citywalk,12-07-2023,Morning,,,
CUST05627,Female,47,24,695.61,Cash,Lulu Mall,14-07-2023,Morning,,,
CUST05628,Female,43,5,494.15,Debit Card,Inorbit Mall,13-07-2023,Night,,,
CUST05629,Male,24,9,492.83,Cash,Lulu Mall,05-07-2023,Evening,,,
CUST05630,Female,21,48,176.22,Wallet,Inorbit Mall,14-04-2023,Afternoon,,,
CUST05631,Female,37,17,3315.15,Cash,Elante Mall,06-03-2023,Afternoon,,,
CUST05632,Female,57,37,1596.06,Debit Card,Lulu Mall,23-06-2023,Afternoon,,,
CUST05633,Female,47,24,2210.91,Credit Card,Inorbit Mall,21-12-2023,Evening,,,
CUST05634,Female,49,7,3495.31,Wallet,Phoenix Marketcity,13-01-2023,Evening,,,
CUST05635,Female,31,15,408.55,Cash,Select Citywalk,31-12-2023,Night,,,
CUST05636,Female,40,44,102.24,Cash,Orion Mall,17-04-2023,Evening,,,
CUST05637,Male,44,17,2340.38,Cash,City Centre Mall,19-10-2023,Evening,,,
CUST05638,Male,54,2,1406.65,Debit Card,DLF Mall of India,30-01-2023,Morning,,,
CUST05639,Male,53,40,2955.9,Cash,Phoenix Marketcity,12-09-2023,Morning,,,
CUST05640,Male,19,24,2709.7,UPI,Lulu Mall,25-07-2023,Night,,,
CUST05641,Male,19,32,2105.95,Credit Card,Orion Mall,06-12-2023,Afternoon,,,
CUST05642,Female,33,41,656.74,Credit Card,Ambience Mall,12-09-2023,Night,,,
CUST05643,Female,47,35,870.6,UPI,Inorbit Mall,04-08-2023,Morning,,,
CUST05644,Male,37,48,4010.33,Wallet,Inorbit Mall,27-11-2023,Morning,,,
CUST05645,Female,31,7,412.86,Debit Card,Select Citywalk,28-05-2023,Evening,,,
CUST05646,Female,25,4,2330.88,Wallet,VR Mall,29-11-2023,Night,,,
CUST05647,Male,52,19,1025.98,Debit Card,Orion Mall,05-02-2023,Evening,,,
CUST05648,Female,53,25,4497.79,Cash,Inorbit Mall,01-07-2023,Night,,,
CUST05649,Female,42,9,1818.88,Cash,Orion Mall,10-02-2023,Evening,,,
CUST05650,Female,41,31,2807.65,Credit Card,Lulu Mall,02-09-2023,Evening,,,
CUST05651,Female,56,34,101.23,Credit Card,VR Mall,13-02-2023,Evening,,,
CUST05652,Female,65,13,3470.82,Credit Card,Lulu Mall,25-08-2023,Afternoon,,,
CUST05653,Male,59,23,755.04,Wallet,Ambience Mall,14-11-2023,Afternoon,,,
CUST05654,Female,51,38,399.37,Cash,City Centre Mall,25-05-2023,Afternoon,,,
CUST05655,Female,32,48,4459.95,Debit Card,Orion Mall,19-07-2023,Evening,,,
CUST05656,Female,33,31,1311.77,Cash,Inorbit Mall,01-09-2023,Afternoon,,,
CUST05657,Male,35,44,1867.32,Cash,Phoenix Marketcity,03-02-2023,Night,,,
CUST05658,Female,30,43,502.36,Cash,Select Citywalk,26-09-2023,Evening,,,
CUST05659,Male,38,17,3935.68,Wallet,Orion Mall,10-05-2023,Morning,,,
CUST05660,Female,39,24,4903.36,Debit Card,Orion Mall,15-10-2023,Night,,,
CUST05661,Female,31,13,1783.62,Wallet,VR Mall,11-09-2023,Evening,,,
CUST05662,Male,39,23,799.04,Credit Card,Phoenix Marketcity,16-02-2023,Night,,,
CUST05663,Male,58,44,2288.73,Cash,Ambience Mall,15-05-2023,Evening,,,
CUST05664,Male,39,50,4689.04,Cash,City Centre Mall,16-11-2023,Morning,,,
CUST05665,Female,55,41,4358.05,UPI,Orion Mall,12-12-2023,Afternoon,,,
CUST05666,Female,58,45,1958.81,Wallet,City Centre Mall,23-10-2023,Night,,,
CUST05667,Male,24,42,656.03,Wallet,City Centre Mall,13-03-2023,Afternoon,,,
CUST05668,Female,47,13,2603.49,Debit Card,Elante Mall,22-07-2023,Afternoon,,,
CUST05669,Female,56,45,595.88,UPI,VR Mall,29-01-2023,Evening,,,
CUST05670,Male,31,49,2889.66,UPI,City Centre Mall,16-08-2023,Morning,,,
CUST05671,Male,25,2,137.64,Credit Card,Phoenix Marketcity,22-06-2023,Morning,,,
CUST05672,Male,23,45,269.24,UPI,DLF Mall of India,09-07-2023,Evening,,,
CUST05673,Male,51,11,2877.44,Credit Card,Inorbit Mall,27-03-2023,Morning,,,
CUST05674,Male,50,7,2711.81,Cash,Ambience Mall,02-09-2023,Night,,,
CUST05675,Male,38,50,1794.18,Credit Card,DLF Mall of India,04-09-2023,Night,,,
CUST05676,Female,49,6,166.06,Credit Card,Ambience Mall,20-07-2023,Evening,,,
CUST05677,Male,51,20,4025.71,Credit Card,Ambience Mall,22-10-2023,Night,,,
CUST05678,Female,29,43,3206.42,Cash,Lulu Mall,16-07-2023,Night,,,
CUST05679,Female,25,27,1764.1,Wallet,Orion Mall,09-08-2023,Night,,,
CUST05680,Male,31,5,4227.18,Credit Card,City Centre Mall,31-01-2023,Afternoon,,,
CUST05681,Male,39,20,3899.62,Credit Card,Ambience Mall,14-08-2023,Afternoon,,,
CUST05682,Male,42,15,3602.19,Wallet,Lulu Mall,30-03-2023,Morning,,,
CUST05683,Male,58,33,3683.84,Wallet,Ambience Mall,23-02-2023,Night,,,
CUST05684,Male,26,13,1776.63,Wallet,Ambience Mall,03-07-2023,Morning,,,
CUST05685,Male,47,35,1184.77,Wallet,Orion Mall,08-07-2023,Night,,,
CUST05686,Female,37,45,2272.42,Credit Card,Lulu Mall,01-07-2023,Morning,,,
CUST05687,Female,30,12,3201.54,UPI,Inorbit Mall,25-07-2023,Night,,,
CUST05688,Male,30,20,1000.76,Cash,Ambience Mall,23-08-2023,Afternoon,,,
CUST05689,Male,37,26,443.67,Debit Card,Inorbit Mall,24-02-2023,Afternoon,,,
CUST05690,Male,37,26,1304.72,UPI,City Centre Mall,27-02-2023,Afternoon,,,
CUST05691,Male,42,48,1212.76,UPI,Phoenix Marketcity,01-07-2023,Evening,,,
CUST05692,Female,51,23,2728.64,Debit Card,DLF Mall of India,24-04-2023,Evening,,,
CUST05693,Male,26,25,2871.34,Wallet,Select Citywalk,20-09-2023,Afternoon,,,
CUST05694,Female,65,11,1158.86,Wallet,Elante Mall,07-02-2023,Night,,,
CUST05695,Male,26,35,3911.73,Credit Card,VR Mall,09-02-2023,Evening,,,
CUST05696,Male,40,45,3408.1,Debit Card,Ambience Mall,06-07-2023,Evening,,,
CUST05697,Female,29,44,1194.25,Debit Card,Elante Mall,12-12-2023,Morning,,,
CUST05698,Male,48,8,3061.84,Cash,Lulu Mall,02-02-2023,Night,,,
CUST05699,Female,53,23,769.02,Wallet,Lulu Mall,06-08-2023,Evening,,,
CUST05700,Female,58,15,2236.52,UPI,Ambience Mall,01-08-2023,Night,,,
CUST05701,Female,59,8,635.44,Debit Card,VR Mall,06-03-2023,Morning,,,
CUST05702,Male,55,35,2991.53,Wallet,Elante Mall,14-10-2023,Afternoon,,,
CUST05703,Male,56,46,4719.49,Debit Card,Inorbit Mall,06-07-2023,Evening,,,
CUST05704,Male,36,31,2552.83,Debit Card,Phoenix Marketcity,10-03-2023,Afternoon,,,
CUST05705,Female,51,26,3127.99,Credit Card,Ambience Mall,20-11-2023,Evening,,,
CUST05706,Male,64,15,3692.76,Debit Card,VR Mall,11-11-2023,Morning,,,
CUST05707,Male,20,47,3820.19,UPI,Phoenix Marketcity,12-03-2023,Night,,,
CUST05708,Female,23,8,778.08,UPI,Lulu Mall,13-05-2023,Evening,,,
CUST05709,Female,31,40,3844.3,UPI,City Centre Mall,22-05-2023,Afternoon,,,
CUST05710,Female,30,39,1992.46,Wallet,Ambience Mall,08-08-2023,Morning,,,
CUST05711,Female,33,25,1523.16,Debit Card,DLF Mall of India,01-03-2023,Night,,,
CUST05712,Male,18,11,2383.55,Credit Card,DLF Mall of India,26-08-2023,Afternoon,,,
CUST05713,Male,39,22,612.43,Debit Card,VR Mall,24-12-2023,Night,,,
CUST05714,Male,24,45,1693.77,Cash,City Centre Mall,24-11-2023,Afternoon,,,
CUST05715,Male,25,32,448.56,Credit Card,DLF Mall of India,07-10-2023,Morning,,,
CUST05716,Female,47,13,710.94,Debit Card,Lulu Mall,25-12-2023,Afternoon,,,
CUST05717,Female,60,49,604.34,Wallet,DLF Mall of India,31-07-2023,Afternoon,,,
CUST05718,Male,45,15,3522.23,Wallet,Phoenix Marketcity,12-08-2023,Evening,,,
CUST05719,Female,57,43,2396.16,UPI,Inorbit Mall,09-11-2023,Evening,,,
CUST05720,Female,23,48,3502.36,Wallet,Select Citywalk,20-06-2023,Afternoon,,,
CUST05721,Male,64,14,4678.9,Debit Card,Lulu Mall,10-06-2023,Evening,,,
CUST05722,Female,36,17,2408.49,Wallet,DLF Mall of India,11-09-2023,Night,,,
CUST05723,Female,53,35,1230.26,Wallet,City Centre Mall,14-04-2023,Afternoon,,,
CUST05724,Male,23,13,4082.9,Cash,DLF Mall of India,13-09-2023,Morning,,,
CUST05725,Female,24,48,2027.88,Cash,VR Mall,17-06-2023,Afternoon,,,
CUST05726,Male,51,19,1261.88,Credit Card,Phoenix Marketcity,28-05-2023,Afternoon,,,
CUST05727,Male,55,39,636.6,Cash,Inorbit Mall,26-07-2023,Morning,,,
CUST05728,Female,52,18,216.28,Credit Card,DLF Mall of India,04-12-2023,Afternoon,,,
CUST05729,Male,43,39,4103.06,Cash,Ambience Mall,24-08-2023,Afternoon,,,
CUST05730,Male,29,29,3892.08,UPI,Inorbit Mall,11-09-2023,Evening,,,
CUST05731,Male,23,34,851.11,Wallet,DLF Mall of India,12-04-2023,Evening,,,
CUST05732,Male,43,44,2556.61,Debit Card,Inorbit Mall,04-11-2023,Afternoon,,,
CUST05733,Male,31,28,4573.8,Credit Card,Orion Mall,16-04-2023,Night,,,
CUST05734,Male,58,18,4182.1,Credit Card,Orion Mall,31-12-2023,Night,,,
CUST05735,Male,52,21,4879.85,UPI,Select Citywalk,09-05-2023,Night,,,
CUST05736,Female,46,36,1639.23,Debit Card,Lulu Mall,29-05-2023,Morning,,,
CUST05737,Male,53,27,2925.13,UPI,Lulu Mall,09-08-2023,Evening,,,
CUST05738,Male,32,11,848.17,Credit Card,Elante Mall,14-12-2023,Night,,,
CUST05739,Male,39,43,3398.58,Cash,VR Mall,03-09-2023,Afternoon,,,
CUST05740,Male,28,25,129.4,Wallet,Phoenix Marketcity,11-01-2023,Morning,,,
CUST05741,Female,31,28,4588.21,Credit Card,Elante Mall,19-12-2023,Morning,,,
CUST05742,Male,27,37,3697.67,Cash,City Centre Mall,14-01-2023,Evening,,,
CUST05743,Female,23,37,331.56,Cash,Orion Mall,26-05-2023,Evening,,,
CUST05744,Male,35,37,820.74,Cash,VR Mall,11-06-2023,Evening,,,
CUST05745,Male,54,39,749.39,Credit Card,VR Mall,15-09-2023,Afternoon,,,
CUST05746,Male,18,10,414.36,Cash,Inorbit Mall,14-12-2023,Evening,,,
CUST05747,Female,43,13,3583.95,Credit Card,Ambience Mall,20-01-2023,Morning,,,
CUST05748,Female,29,30,1549.1,Debit Card,Lulu Mall,12-07-2023,Morning,,,
CUST05749,Female,40,49,1960.31,Debit Card,Ambience Mall,13-01-2023,Afternoon,,,
CUST05750,Male,65,15,3432.66,Wallet,Select Citywalk,14-05-2023,Night,,,
CUST05751,Male,55,39,4228.74,Credit Card,DLF Mall of India,17-11-2023,Night,,,
CUST05752,Male,29,42,1169.87,Debit Card,Select Citywalk,01-08-2023,Evening,,,
CUST05753,Male,43,14,4300.34,UPI,Phoenix Marketcity,10-07-2023,Night,,,
CUST05754,Male,62,5,1201.79,Wallet,City Centre Mall,19-10-2023,Evening,,,
CUST05755,Female,24,4,1144.49,Cash,VR Mall,13-11-2023,Evening,,,
CUST05756,Female,27,27,1890.33,Wallet,DLF Mall of India,30-03-2023,Afternoon,,,
CUST05757,Female,47,2,4107.59,Cash,DLF Mall of India,02-11-2023,Morning,,,
CUST05758,Male,51,2,2881.59,Cash,Inorbit Mall,07-04-2023,Evening,,,
CUST05759,Female,55,33,4712.29,Wallet,DLF Mall of India,31-07-2023,Afternoon,,,
CUST05760,Female,65,23,54.2,Cash,DLF Mall of India,26-12-2023,Night,,,
CUST05761,Male,43,9,81.75,Cash,Inorbit Mall,12-02-2023,Morning,,,
CUST05762,Female,63,34,4590.24,Debit Card,DLF Mall of India,20-03-2023,Morning,,,
CUST05763,Male,36,20,2991.79,Credit Card,Select Citywalk,27-06-2023,Morning,,,
CUST05764,Male,59,3,2443.56,Debit Card,Lulu Mall,07-06-2023,Evening,,,
CUST05765,Male,27,42,1225.59,UPI,Select Citywalk,07-07-2023,Night,,,
CUST05766,Female,47,39,4660.12,Credit Card,Phoenix Marketcity,08-08-2023,Evening,,,
CUST05767,Female,48,16,1029.98,Wallet,Inorbit Mall,29-11-2023,Evening,,,
CUST05768,Male,48,1,4602.42,Credit Card,Inorbit Mall,29-01-2023,Night,,,
CUST05769,Male,22,42,3406.17,UPI,Ambience Mall,10-04-2023,Morning,,,
CUST05770,Female,35,13,3965.45,Wallet,VR Mall,30-08-2023,Afternoon,,,
CUST05771,Male,28,23,4192.58,Credit Card,DLF Mall of India,28-02-2023,Morning,,,
CUST05772,Male,48,3,4632.49,Debit Card,Elante Mall,09-06-2023,Afternoon,,,
CUST05773,Female,37,23,488.21,Debit Card,Inorbit Mall,20-12-2023,Night,,,
CUST05774,Male,56,48,3751.03,Wallet,City Centre Mall,22-09-2023,Morning,,,
CUST05775,Male,50,4,1588.34,UPI,City Centre Mall,23-06-2023,Afternoon,,,
CUST05776,Female,41,14,331.8,UPI,VR Mall,10-07-2023,Afternoon,,,
CUST05777,Male,59,49,3776.39,Wallet,Orion Mall,26-10-2023,Morning,,,
CUST05778,Male,23,7,2777.5,Debit Card,Orion Mall,05-10-2023,Night,,,
CUST05779,Female,44,24,2867.82,UPI,VR Mall,24-01-2023,Night,,,
CUST05780,Male,50,12,2191.04,Cash,Phoenix Marketcity,27-03-2023,Morning,,,
CUST05781,Male,26,15,673.03,Credit Card,Inorbit Mall,29-11-2023,Morning,,,
CUST05782,Female,22,24,3966.48,Credit Card,City Centre Mall,26-03-2023,Afternoon,,,
CUST05783,Male,27,24,4555.35,Cash,Phoenix Marketcity,24-09-2023,Morning,,,
CUST05784,Male,19,50,3117.15,Wallet,Elante Mall,03-08-2023,Night,,,
CUST05785,Male,58,27,2039.07,Cash,City Centre Mall,19-12-2023,Morning,,,
CUST05786,Female,51,35,3706.37,Credit Card,DLF Mall of India,17-10-2023,Night,,,
CUST05787,Female,50,6,2186.8,UPI,Lulu Mall,31-12-2023,Afternoon,,,
CUST05788,Male,48,21,1803.56,Wallet,DLF Mall of India,21-04-2023,Morning,,,
CUST05789,Male,64,1,1437.49,UPI,Elante Mall,03-10-2023,Afternoon,,,
CUST05790,Male,54,41,2019.84,Credit Card,Ambience Mall,16-10-2023,Afternoon,,,
CUST05791,Male,61,27,4179.5,Debit Card,Elante Mall,14-12-2023,Morning,,,
CUST05792,Male,55,50,675.51,Debit Card,Inorbit Mall,17-03-2023,Afternoon,,,
CUST05793,Female,53,44,538.02,Cash,Select Citywalk,12-10-2023,Night,,,
CUST05794,Female,54,1,1663.67,Wallet,DLF Mall of India,12-03-2023,Afternoon,,,
CUST05795,Female,49,24,4376.81,Wallet,DLF Mall of India,02-04-2023,Night,,,
CUST05796,Male,52,26,3026.71,Cash,VR Mall,23-12-2023,Night,,,
CUST05797,Female,34,42,4106.35,Credit Card,Select Citywalk,10-07-2023,Morning,,,
CUST05798,Male,64,30,3065.47,Cash,VR Mall,10-12-2023,Evening,,,
CUST05799,Female,21,31,249.98,Cash,Orion Mall,09-08-2023,Afternoon,,,
CUST05800,Female,63,38,3195.81,Cash,Ambience Mall,03-08-2023,Evening,,,
CUST05801,Male,50,10,4122.42,Debit Card,Elante Mall,21-11-2023,Evening,,,
CUST05802,Male,60,36,3648.56,Credit Card,DLF Mall of India,13-03-2023,Night,,,
CUST05803,Female,23,7,1932.17,UPI,Lulu Mall,01-11-2023,Evening,,,
CUST05804,Male,24,46,613.55,Wallet,DLF Mall of India,28-06-2023,Night,,,
CUST05805,Female,47,44,4394.58,Wallet,Elante Mall,19-05-2023,Evening,,,
CUST05806,Male,50,40,3159.17,Debit Card,DLF Mall of India,20-06-2023,Night,,,
CUST05807,Female,53,15,2644.38,UPI,Select Citywalk,25-09-2023,Afternoon,,,
CUST05808,Female,53,15,4988.5,Debit Card,Inorbit Mall,22-07-2023,Evening,,,
CUST05809,Female,27,32,2189.9,Debit Card,Lulu Mall,14-12-2023,Night,,,
CUST05810,Male,31,28,3244.7,Wallet,City Centre Mall,23-01-2023,Afternoon,,,
CUST05811,Female,41,34,3857.77,Debit Card,VR Mall,11-12-2023,Afternoon,,,
CUST05812,Female,39,35,2121.53,UPI,Ambience Mall,18-01-2023,Morning,,,
CUST05813,Female,50,17,515.15,Wallet,Lulu Mall,10-04-2023,Afternoon,,,
CUST05814,Male,46,15,3837.01,Wallet,Elante Mall,31-03-2023,Morning,,,
CUST05815,Male,30,8,168.42,Debit Card,Select Citywalk,15-10-2023,Afternoon,,,
CUST05816,Female,46,45,2909.78,Debit Card,Phoenix Marketcity,21-02-2023,Night,,,
CUST05817,Male,59,21,2958.96,Wallet,Elante Mall,08-07-2023,Afternoon,,,
CUST05818,Female,26,37,3850.44,Credit Card,VR Mall,20-01-2023,Night,,,
CUST05819,Male,25,7,2313.08,Credit Card,DLF Mall of India,05-01-2023,Evening,,,
CUST05820,Male,57,48,4834,Debit Card,Select Citywalk,08-02-2023,Night,,,
CUST05821,Female,48,31,4955.32,Wallet,Ambience Mall,13-01-2023,Evening,,,
CUST05822,Female,61,20,3280.17,Wallet,VR Mall,09-05-2023,Afternoon,,,
CUST05823,Male,46,14,3699.91,Wallet,City Centre Mall,11-11-2023,Morning,,,
CUST05824,Male,40,34,1303.4,Cash,Elante Mall,29-12-2023,Afternoon,,,
CUST05825,Male,41,49,1113.14,Credit Card,Ambience Mall,22-09-2023,Afternoon,,,
CUST05826,Female,34,2,2968.32,UPI,Select Citywalk,15-11-2023,Afternoon,,,
CUST05827,Male,19,3,4598.15,Cash,Ambience Mall,02-11-2023,Evening,,,
CUST05828,Female,62,48,2453.28,Credit Card,Lulu Mall,03-10-2023,Night,,,
CUST05829,Male,33,19,3342.78,UPI,Orion Mall,29-05-2023,Evening,,,
CUST05830,Male,33,48,2938.55,Debit Card,Select Citywalk,26-11-2023,Night,,,
CUST05831,Male,31,36,4786.81,Debit Card,Select Citywalk,23-09-2023,Afternoon,,,
CUST05832,Male,20,17,1149.87,Cash,Phoenix Marketcity,24-02-2023,Afternoon,,,
CUST05833,Male,24,6,1105.47,Credit Card,Orion Mall,14-02-2023,Evening,,,
CUST05834,Female,38,1,1414.16,Wallet,Ambience Mall,19-05-2023,Morning,,,
CUST05835,Male,41,24,3957.51,Debit Card,Ambience Mall,13-05-2023,Afternoon,,,
CUST05836,Female,45,25,1490.71,Credit Card,Elante Mall,13-11-2023,Evening,,,
CUST05837,Male,33,7,1465.4,Wallet,Select Citywalk,17-10-2023,Night,,,
CUST05838,Female,21,15,1123.43,Debit Card,DLF Mall of India,02-08-2023,Afternoon,,,
CUST05839,Female,64,13,2314.67,Credit Card,Orion Mall,12-10-2023,Evening,,,
CUST05840,Male,47,35,2954.28,Credit Card,DLF Mall of India,29-09-2023,Night,,,
CUST05841,Female,56,8,2113.08,Debit Card,Elante Mall,22-03-2023,Afternoon,,,
CUST05842,Male,32,29,3611.78,Wallet,Ambience Mall,28-01-2023,Morning,,,
CUST05843,Male,58,12,4613.36,Credit Card,Lulu Mall,02-06-2023,Morning,,,
CUST05844,Male,31,44,3104.47,UPI,Inorbit Mall,28-10-2023,Night,,,
CUST05845,Female,50,43,3301.22,UPI,Select Citywalk,02-05-2023,Evening,,,
CUST05846,Male,64,41,4382.76,UPI,Orion Mall,23-05-2023,Night,,,
CUST05847,Female,64,49,556.6,Credit Card,Select Citywalk,25-02-2023,Night,,,
CUST05848,Male,31,12,3329,Wallet,Lulu Mall,17-04-2023,Morning,,,
CUST05849,Female,63,9,355.44,Wallet,Orion Mall,15-03-2023,Evening,,,
CUST05850,Male,21,39,3585.85,Credit Card,Orion Mall,25-04-2023,Night,,,
CUST05851,Male,23,17,3521.82,UPI,Lulu Mall,06-01-2023,Morning,,,
CUST05852,Female,27,22,1826.03,Debit Card,Ambience Mall,17-02-2023,Morning,,,
CUST05853,Female,22,29,59.37,UPI,Ambience Mall,27-06-2023,Morning,,,
CUST05854,Female,65,4,561.33,UPI,DLF Mall of India,17-04-2023,Night,,,
CUST05855,Female,47,2,927.76,Cash,Select Citywalk,31-05-2023,Afternoon,,,
CUST05856,Female,40,5,552.79,Debit Card,VR Mall,07-04-2023,Night,,,
CUST05857,Male,60,31,1979.89,Debit Card,DLF Mall of India,21-03-2023,Morning,,,
CUST05858,Female,18,43,3222.35,Wallet,Phoenix Marketcity,28-08-2023,Morning,,,
CUST05859,Male,55,46,457.12,Debit Card,Inorbit Mall,19-01-2023,Night,,,
CUST05860,Female,45,4,521.47,Cash,City Centre Mall,16-02-2023,Evening,,,
CUST05861,Male,22,37,282.12,Debit Card,Orion Mall,24-08-2023,Morning,,,
CUST05862,Male,54,23,2692.33,Cash,Lulu Mall,05-12-2023,Night,,,
CUST05863,Female,48,3,1302.56,Credit Card,City Centre Mall,05-07-2023,Evening,,,
CUST05864,Male,25,44,4872.56,Wallet,Orion Mall,13-05-2023,Morning,,,
CUST05865,Female,38,6,1110.86,UPI,City Centre Mall,30-03-2023,Evening,,,
CUST05866,Female,39,2,2347.37,Cash,Lulu Mall,04-02-2023,Evening,,,
CUST05867,Female,23,39,2760.98,Wallet,VR Mall,06-09-2023,Evening,,,
CUST05868,Male,20,45,4236.94,UPI,VR Mall,06-04-2023,Night,,,
CUST05869,Male,34,8,1985.29,Credit Card,Select Citywalk,06-05-2023,Evening,,,
CUST05870,Female,44,38,1241.7,Wallet,VR Mall,25-07-2023,Evening,,,
CUST05871,Male,53,35,575.69,Cash,City Centre Mall,06-08-2023,Morning,,,
CUST05872,Female,33,19,3423.01,Credit Card,Elante Mall,17-11-2023,Afternoon,,,
CUST05873,Female,44,9,3367,Credit Card,Lulu Mall,24-10-2023,Night,,,
CUST05874,Female,30,19,152.4,Cash,City Centre Mall,27-11-2023,Morning,,,
CUST05875,Male,29,28,1521.67,Wallet,VR Mall,03-05-2023,Evening,,,
CUST05876,Female,63,1,4384.54,Cash,DLF Mall of India,14-02-2023,Afternoon,,,
CUST05877,Female,63,29,1998.23,Cash,City Centre Mall,18-09-2023,Evening,,,
CUST05878,Female,31,34,3307.26,UPI,DLF Mall of India,13-02-2023,Evening,,,
CUST05879,Female,50,48,2330.34,Debit Card,Ambience Mall,04-03-2023,Morning,,,
CUST05880,Male,50,44,2983.58,Wallet,Inorbit Mall,29-10-2023,Afternoon,,,
CUST05881,Male,44,37,4657.43,Debit Card,DLF Mall of India,18-10-2023,Night,,,
CUST05882,Male,53,50,4756.23,Cash,Select Citywalk,10-07-2023,Evening,,,
CUST05883,Male,53,6,2845.35,Wallet,Phoenix Marketcity,01-06-2023,Night,,,
CUST05884,Male,22,37,2230.83,Cash,DLF Mall of India,16-11-2023,Night,,,
CUST05885,Male,47,45,1012.94,Wallet,DLF Mall of India,15-11-2023,Morning,,,
CUST05886,Female,35,27,3476.34,UPI,Orion Mall,02-09-2023,Evening,,,
CUST05887,Female,30,49,998.4,Cash,Ambience Mall,24-04-2023,Evening,,,
CUST05888,Female,27,45,67.49,Credit Card,Select Citywalk,06-10-2023,Evening,,,
CUST05889,Male,63,35,681.02,Wallet,City Centre Mall,13-03-2023,Afternoon,,,
CUST05890,Female,37,34,2462.67,Credit Card,City Centre Mall,17-04-2023,Afternoon,,,
CUST05891,Female,43,13,493.25,UPI,Elante Mall,18-11-2023,Night,,,
CUST05892,Female,64,31,276.41,UPI,Orion Mall,30-11-2023,Afternoon,,,
CUST05893,Male,46,32,197.94,Wallet,Lulu Mall,26-05-2023,Evening,,,
CUST05894,Male,40,23,744.47,Cash,VR Mall,22-12-2023,Night,,,
CUST05895,Female,27,24,1779.97,Wallet,Inorbit Mall,23-01-2023,Night,,,
CUST05896,Female,23,11,1998,Wallet,Orion Mall,04-02-2023,Afternoon,,,
CUST05897,Female,20,23,2979.37,Wallet,DLF Mall of India,20-02-2023,Night,,,
CUST05898,Female,34,2,3629.04,Credit Card,City Centre Mall,10-04-2023,Morning,,,
CUST05899,Male,37,33,1401.29,Wallet,DLF Mall of India,21-11-2023,Morning,,,
CUST05900,Female,24,33,4569.76,Debit Card,Orion Mall,19-12-2023,Night,,,
CUST05901,Female,36,32,2488.31,Credit Card,Select Citywalk,20-11-2023,Evening,,,
CUST05902,Male,34,30,378.75,UPI,Ambience Mall,15-04-2023,Morning,,,
CUST05903,Female,24,35,4209.29,Debit Card,Ambience Mall,30-04-2023,Night,,,
CUST05904,Female,56,6,204.78,Credit Card,DLF Mall of India,29-09-2023,Night,,,
