customer_id,gender,age,total_orders,total_amount,payment_method,area,last_invoice_date,shopping_time,payment_status,cashier
CUST#4740,Male,45,13,1182,Wallet,Ballygunge,2023-08-21,Night,yes,B3224640
CUST#4741,Female,29,8,3795,UPI,Salt Lake,2023-02-18,Afternoon,yes,S10144641
CUST#4742,Male,60,7,4242,Wallet,Gariahat,2023-05-12,Evening,yes,G1664642
CUST#4743,Male,32,24,3978,UPI,Ballygunge,2023-10-21,Night,yes,B11744643
CUST#4744,Female,49,16,3048,Wallet,Dum Dum,2023-03-15,Afternoon,yes,D8474644
CUST#4745,Male,28,28,1092,Debit Card,Behala,2023-10-07,Morning,yes,B3194645
CUST#4746,Female,56,19,1950,UPI,Tollygunge,2023-03-30,Morning,yes,T2284646
CUST#4747,Female,21,9,3674,UPI,Ballygunge,2023-08-29,Night,yes,B9304647
CUST#4748,Female,27,17,1987,Credit Card,Tollygunge,2023-12-18,Night,yes,T9044648
CUST#4749,Female,25,9,4045,Cash,Behala,2023-07-31,Afternoon,yes,B5664649
CUST#4750,Male,33,18,2909,Debit Card,Park Street,2023-11-21,Night,yes,P3724650
CUST#4751,Male,65,21,2309,Cash,Gariahat,2023-07-04,Evening,yes,G11084651
CUST#4752,Male,59,27,3900,Wallet,Tollygunge,2023-03-05,Afternoon,yes,T1744652
CUST#4753,Female,20,25,807,UPI,Alipore,2023-06-25,Night,yes,A9004653
CUST#4754,Female,36,13,3735,Wallet,Tollygunge,2023-03-02,Night,yes,T4974654
CUST#4755,Male,45,25,3952,Cash,Tollygunge,2023-10-11,Afternoon,yes,T9384655
CUST#4756,Female,26,23,1299,Debit Card,Salt Lake,2023-07-02,Afternoon,yes,S8464656
CUST#4757,Female,59,12,2159,Credit Card,Dum Dum,2023-06-01,Afternoon,yes,D8354657
CUST#4758,Female,44,8,3871,Debit Card,Alipore,2023-09-07,Afternoon,yes,A9324658
CUST#4759,Female,22,17,2679,UPI,Behala,2023-06-10,Morning,yes,B10574659
CUST#4760,Female,46,24,1631,Cash,Dum Dum,2023-01-29,Evening,yes,D2734660
CUST#4761,Male,63,19,1252,UPI,Jadavpur,2023-04-16,Night,yes,J7344661
CUST#4762,Male,61,22,1667,Wallet,Tollygunge,2023-09-05,Night,yes,T5824662
CUST#4763,Female,25,15,2473,Wallet,Alipore,2023-04-25,Evening,yes,A11414663
CUST#4764,Male,48,16,3301,Cash,Park Street,2023-08-02,Evening,yes,P10164664
CUST#4765,Female,60,24,2098,Wallet,Dum Dum,2023-05-14,Morning,yes,D6104665
CUST#4766,Male,60,15,2261,Debit Card,Tollygunge,2023-01-14,Night,yes,T7684666
CUST#4767,Female,42,6,2873,Debit Card,Park Street,2023-05-18,Afternoon,yes,P4934667
CUST#4768,Female,20,26,4460,Cash,Salt Lake,2023-07-18,Evening,yes,S8854668
CUST#4769,Male,21,20,2366,UPI,Ballygunge,2023-07-07,Night,yes,B4864669
CUST#4770,Female,59,27,4046,Cash,Dum Dum,2023-10-27,Night,yes,D11684670
CUST#4771,Male,57,7,1042,Cash,Behala,2023-11-22,Morning,yes,B3084671
CUST#4772,Male,65,12,3953,UPI,Park Street,2023-03-17,Evening,yes,P5224672
CUST#4773,Female,64,28,2960,Debit Card,Gariahat,2023-06-29,Afternoon,yes,G2054673
CUST#4774,Female,45,16,4033,Credit Card,Gariahat,2023-02-28,Afternoon,yes,G4224674
CUST#4775,Male,51,8,3988,Debit Card,Tollygunge,2023-10-01,Night,yes,T8484675
CUST#4776,Female,28,18,974,Credit Card,Behala,2023-03-20,Evening,yes,B1054676
CUST#4777,Female,18,17,1459,Credit Card,Gariahat,2023-04-04,Evening,yes,G10384677
CUST#4778,Male,47,8,3593,Wallet,Salt Lake,2023-06-11,Morning,yes,S11794678
CUST#4779,Male,43,25,2372,Cash,Salt Lake,2023-09-10,Evening,yes,S3704679
CUST#4780,Female,56,10,1244,Wallet,Park Street,2023-04-09,Morning,yes,P6724680
CUST#4781,Female,47,23,4234,UPI,Tollygunge,2023-08-19,Evening,yes,T6804681
CUST#4782,Female,35,15,4564,Wallet,Shyambazar,2023-12-10,Night,yes,S3114682
CUST#4783,Male,26,9,2260,UPI,Tollygunge,2023-01-21,Morning,yes,T5084683
CUST#4784,Female,43,16,4279,Debit Card,Salt Lake,2023-09-01,Afternoon,yes,S5474684
CUST#4785,Female,25,27,1836,UPI,Alipore,2023-10-25,Night,yes,A6754685
CUST#4786,Male,52,15,3909,Cash,Park Street,2023-11-03,Afternoon,yes,P4754686
CUST#4787,Female,21,28,2042,Debit Card,Alipore,2023-12-06,Night,yes,A5154687
CUST#4788,Female,47,20,1601,Credit Card,Dum Dum,2023-02-23,Evening,yes,D1054688
CUST#4789,Female,32,19,1279,Wallet,Tollygunge,2023-06-12,Afternoon,yes,T8044689
CUST#4790,Female,62,19,3864,UPI,Park Street,2023-10-09,Night,yes,P7854690
CUST#4791,Female,34,15,2613,UPI,Shyambazar,2023-03-26,Afternoon,yes,S10154691
CUST#4792,Male,22,12,1936,Cash,Gariahat,2023-09-18,Morning,yes,G4144692
CUST#4793,Male,39,9,1754,Debit Card,Behala,2023-03-08,Afternoon,yes,B10254693
CUST#4794,Female,22,12,3824,UPI,Tollygunge,2023-12-09,Evening,yes,T11354694
CUST#4795,Male,24,6,1045,Credit Card,Salt Lake,2023-04-15,Evening,yes,S4514695
CUST#4796,Male,33,21,1327,Debit Card,Salt Lake,2023-02-14,Night,yes,S2844696
CUST#4797,Female,56,27,1385,Credit Card,Alipore,2023-08-19,Night,yes,A2104697
CUST#4798,Female,52,15,2976,Credit Card,Gariahat,2023-01-02,Night,yes,G9044698
CUST#4799,Male,28,25,1972,Wallet,Dum Dum,2023-09-20,Evening,yes,D2754699
CUST#4800,Male,35,16,2271,Credit Card,Gariahat,2023-02-16,Afternoon,yes,G8374700
CUST#4801,Male,56,9,2226,Cash,Behala,2023-06-15,Afternoon,yes,B8814701
CUST#4802,Female,53,15,3756,Debit Card,Park Street,2023-01-18,Night,yes,P11054702
CUST#4803,Male,51,28,2808,UPI,Tollygunge,2023-03-30,Night,yes,T7624703
CUST#4804,Male,63,6,3572,Cash,Tollygunge,2023-05-21,Afternoon,yes,T4754704
CUST#4805,Male,20,20,3435,Debit Card,Ballygunge,2023-10-14,Afternoon,yes,B11054705
CUST#4806,Male,48,22,3916,Cash,Behala,2023-04-24,Morning,yes,B7284706
CUST#4807,Female,33,24,2733,Cash,Salt Lake,2023-10-10,Night,yes,S1254707
CUST#4808,Female,60,8,3774,Wallet,Tollygunge,2023-08-18,Afternoon,yes,T10604708
CUST#4809,Female,35,13,4058,Cash,Behala,2023-09-07,Afternoon,yes,B9614709
CUST#4810,Female,59,29,3123,UPI,Salt Lake,2023-06-28,Afternoon,yes,S4154710
CUST#4811,Male,19,13,1794,Debit Card,Gariahat,2023-03-26,Afternoon,yes,G5804711
CUST#4812,Female,61,14,1735,Wallet,Shyambazar,2023-09-05,Afternoon,yes,S8484712
CUST#4813,Male,56,24,4189,UPI,Park Street,2023-08-07,Afternoon,yes,P11784713
CUST#4814,Female,32,29,1858,Debit Card,Shyambazar,2023-10-06,Morning,yes,S2224714
CUST#4815,Male,22,11,2500,Cash,Park Street,2023-12-02,Morning,yes,P2274715
CUST#4816,Male,38,13,3306,Credit Card,Behala,2023-08-24,Night,yes,B2794716
CUST#4817,Female,46,29,3849,Cash,Behala,2023-03-16,Night,yes,B3834717
CUST#4818,Female,52,22,1064,UPI,Salt Lake,2023-04-22,Afternoon,yes,S11884718
CUST#4819,Female,63,26,2446,UPI,Gariahat,2023-08-23,Night,yes,G6824719
CUST#4820,Female,62,24,3234,UPI,Park Street,2023-10-04,Evening,yes,P9894720
CUST#4821,Female,45,13,3001,Cash,Shyambazar,2023-04-09,Night,yes,S11754721
CUST#4822,Male,41,26,1532,Credit Card,Behala,2023-02-04,Evening,yes,B1174722
CUST#4823,Male,48,28,3215,Wallet,Tollygunge,2023-01-05,Evening,yes,T7384723
CUST#4824,Female,58,10,2310,UPI,Gariahat,2023-08-03,Night,yes,G11804724
CUST#4825,Male,28,8,3496,Credit Card,Gariahat,2023-05-22,Evening,yes,G8074725
CUST#4826,Male,43,25,2160,Debit Card,Dum Dum,2023-04-10,Afternoon,yes,D4024726
CUST#4827,Female,37,22,4536,Debit Card,Gariahat,2023-02-10,Morning,yes,G7714727
CUST#4828,Female,48,20,3403,Cash,Shyambazar,2023-02-20,Morning,yes,S10374728
CUST#4829,Female,35,17,777,Debit Card,Behala,2023-05-31,Morning,yes,B6764729
CUST#4830,Male,18,17,2382,UPI,Tollygunge,2023-03-12,Evening,yes,T5464730
CUST#4831,Male,55,11,3065,Wallet,Behala,2023-05-19,Morning,yes,B4564731
CUST#4832,Male,36,27,1927,Wallet,Ballygunge,2023-03-13,Morning,yes,B7114732
CUST#4833,Male,36,13,2610,Debit Card,Behala,2023-08-04,Morning,yes,B6654733
CUST#4834,Male,24,12,2941,Debit Card,Salt Lake,2023-07-14,Evening,yes,S7894734
CUST#4835,Male,43,21,3300,Debit Card,Gariahat,2023-03-12,Afternoon,yes,G6874735
CUST#4836,Male,28,12,752,Debit Card,Behala,2023-02-13,Evening,yes,B8964736
CUST#4837,Female,41,29,1486,Wallet,Ballygunge,2023-12-19,Afternoon,yes,B6284737
CUST#4838,Male,21,14,1718,Credit Card,Gariahat,2023-12-04,Morning,yes,G11764738
CUST#4839,Female,39,21,847,Debit Card,Behala,2023-07-09,Evening,yes,B3354739
CUST#4840,Male,58,11,1917,Cash,Tollygunge,2023-01-29,Afternoon,yes,T7704740
CUST#4841,Male,20,28,1820,Cash,Dum Dum,2023-01-28,Evening,yes,D3524741
CUST#4842,Male,49,6,1187,Credit Card,Salt Lake,2023-01-08,Morning,yes,S1004742
CUST#4843,Female,29,14,3757,UPI,Gariahat,2023-07-04,Morning,yes,G3164743
CUST#4844,Male,63,22,3673,Cash,Tollygunge,2023-02-05,Morning,yes,T9104744
CUST#4845,Male,50,6,2418,Wallet,Dum Dum,2023-09-01,Afternoon,yes,D9224745
CUST#4846,Male,24,21,749,Wallet,Jadavpur,2023-08-05,Morning,yes,J2774746
CUST#4847,Male,41,11,1145,UPI,Dum Dum,2023-10-12,Morning,yes,D7234747
CUST#4848,Male,36,13,3875,Debit Card,Jadavpur,2023-09-17,Evening,yes,J8714748
CUST#4849,Female,28,28,3674,Credit Card,Behala,2023-07-30,Afternoon,yes,B2234749
CUST#4850,Female,51,17,1872,Cash,Alipore,2023-10-07,Evening,yes,A10514750
CUST#4851,Male,54,20,3521,UPI,Gariahat,2023-03-20,Morning,yes,G8494751
CUST#4852,Male,35,21,2686,Cash,Tollygunge,2023-09-20,Morning,yes,T11134752
CUST#4853,Female,59,11,2625,UPI,Gariahat,2023-08-02,Afternoon,yes,G11794753
CUST#4854,Male,21,15,3189,UPI,Ballygunge,2023-08-21,Afternoon,yes,B2774754
CUST#4855,Female,56,28,1990,Wallet,Tollygunge,2023-01-26,Night,yes,T5574755
CUST#4856,Male,59,11,994,Wallet,Gariahat,2023-12-12,Morning,yes,G5884756
CUST#4857,Male,27,10,2603,Wallet,Dum Dum,2023-07-08,Evening,yes,D8374757
CUST#4858,Female,39,22,2264,Cash,Salt Lake,2023-07-18,Night,yes,S5224758
CUST#4859,Female,30,25,3044,Credit Card,Jadavpur,2023-05-27,Afternoon,yes,J5074759
CUST#4860,Female,22,19,2329,Wallet,Park Street,2023-10-18,Afternoon,yes,P7834760
CUST#4861,Male,19,22,2299,UPI,Behala,2023-08-29,Night,yes,B1394761
CUST#4862,Male,37,24,943,Wallet,Alipore,2023-12-17,Morning,yes,A3254762
CUST#4863,Male,22,21,1367,UPI,Dum Dum,2023-07-26,Afternoon,yes,D5194763
CUST#4864,Female,24,17,2880,UPI,Dum Dum,2023-03-19,Afternoon,yes,D5514764
CUST#4865,Male,21,14,2514,Credit Card,Park Street,2023-04-25,Evening,yes,P9354765
CUST#4866,Female,63,16,1052,Debit Card,Park Street,2023-08-07,Afternoon,yes,P8794766
CUST#4867,Male,48,18,3322,Debit Card,Shyambazar,2023-07-06,Evening,yes,S10494767
CUST#4868,Male,40,19,4215,Cash,Tollygunge,2023-10-06,Evening,yes,T3344768
CUST#4869,Male,30,12,1405,Wallet,Jadavpur,2023-04-08,Morning,yes,J1744769
CUST#4870,Female,34,17,3750,UPI,Jadavpur,2023-08-10,Night,yes,J3314770
CUST#4871,Male,63,28,2315,Credit Card,Park Street,2023-06-14,Morning,yes,P3924771
CUST#4872,Female,37,18,2782,Credit Card,Shyambazar,2023-09-27,Afternoon,yes,S8884772
CUST#4873,Male,65,15,1649,Cash,Gariahat,2023-07-28,Afternoon,yes,G9354773
CUST#4874,Male,21,25,4415,Wallet,Tollygunge,2023-04-24,Afternoon,yes,T3564774
CUST#4875,Female,48,17,2035,Debit Card,Gariahat,2023-04-14,Night,yes,G1604775
CUST#4876,Male,44,25,2724,Credit Card,Shyambazar,2023-12-14,Afternoon,yes,S1754776
CUST#4877,Female,37,10,2960,Debit Card,Jadavpur,2023-10-22,Evening,yes,J8654777
CUST#4878,Male,27,27,1700,Debit Card,Gariahat,2023-05-20,Night,yes,G8154778
CUST#4879,Female,49,8,1140,UPI,Dum Dum,2023-11-14,Evening,yes,D7874779
CUST#4880,Male,65,22,2940,Debit Card,Tollygunge,2023-04-23,Morning,yes,T6064780
CUST#4881,Female,20,12,4364,Wallet,Jadavpur,2023-02-11,Morning,yes,J3574781
CUST#4882,Male,29,17,2883,Cash,Tollygunge,2023-05-16,Night,yes,T4524782
CUST#4883,Male,59,18,3816,Debit Card,Dum Dum,2023-06-16,Afternoon,yes,D7584783
CUST#4884,Female,34,9,1970,Credit Card,Behala,2023-04-20,Night,yes,B2144784
CUST#4885,Male,26,8,4310,Wallet,Tollygunge,2023-01-07,Evening,yes,T7214785
CUST#4886,Female,46,22,3894,Cash,Jadavpur,2023-09-24,Night,yes,J6764786
CUST#4887,Male,51,20,1849,UPI,Gariahat,2023-10-02,Night,yes,G11284787
CUST#4888,Female,30,21,3508,Cash,Gariahat,2023-09-24,Evening,yes,G6424788
CUST#4889,Female,40,28,1419,UPI,Behala,2023-06-05,Night,yes,B7684789
CUST#4890,Male,22,8,1313,Cash,Alipore,2023-11-11,Night,yes,A9154790
CUST#4891,Male,23,17,3781,Cash,Dum Dum,2023-05-08,Night,yes,D8794791
CUST#4892,Female,49,22,2238,Debit Card,Gariahat,2023-02-03,Evening,yes,G6394792
CUST#4893,Female,38,21,2938,Debit Card,Salt Lake,2023-06-26,Morning,yes,S2314793
CUST#4894,Male,43,26,1850,Debit Card,Ballygunge,2023-10-27,Afternoon,yes,B6624794
CUST#4895,Male,52,7,1018,Cash,Gariahat,2023-03-20,Morning,yes,G2404795
CUST#4896,Male,45,29,3535,Debit Card,Dum Dum,2023-07-08,Night,yes,D4294796
CUST#4897,Female,30,19,3373,Wallet,Behala,2023-02-03,Evening,yes,B10364797
CUST#4898,Male,46,7,977,Debit Card,Behala,2023-05-03,Night,yes,B1014798
CUST#4899,Male,34,24,4185,Debit Card,Gariahat,2023-03-28,Night,yes,G11704799
CUST#4900,Male,25,24,1001,UPI,Behala,2023-12-16,Morning,yes,B5404800
CUST#4901,Male,55,8,2051,Cash,Park Street,2023-01-29,Afternoon,yes,P7994801
CUST#4902,Female,40,17,2849,Credit Card,Salt Lake,2023-01-06,Morning,yes,S10204802
CUST#4903,Female,44,11,3462,Credit Card,Jadavpur,2023-03-22,Afternoon,yes,J7094803
CUST#4904,Male,45,23,2034,Cash,Salt Lake,2023-06-15,Afternoon,yes,S10614804
CUST#4905,Male,58,8,1473,Cash,Gariahat,2023-01-07,Afternoon,yes,G2894805
CUST#4906,Female,24,10,2630,Credit Card,Jadavpur,2023-02-01,Morning,yes,J1704806
CUST#4907,Male,54,15,2201,UPI,Ballygunge,2023-04-16,Afternoon,yes,B7434807
CUST#4908,Female,39,20,879,Debit Card,Tollygunge,2023-10-29,Afternoon,yes,T10404808
CUST#4909,Female,24,6,2160,Credit Card,Salt Lake,2023-01-05,Afternoon,yes,S9354809
CUST#4910,Male,56,19,2921,Cash,Alipore,2023-01-03,Morning,yes,A5614810
CUST#4911,Female,46,9,3328,Wallet,Behala,2023-08-06,Evening,yes,B9844811
CUST#4912,Male,47,21,3462,Credit Card,Park Street,2023-07-29,Afternoon,yes,P11064812
CUST#4913,Male,38,7,4013,Wallet,Tollygunge,2023-04-10,Morning,yes,T2864813
CUST#4914,Female,50,21,4445,Cash,Park Street,2023-09-01,Morning,yes,P5534814
CUST#4915,Male,36,15,2942,UPI,Gariahat,2023-06-04,Evening,yes,G4184815
CUST#4916,Female,54,29,2446,Cash,Park Street,2023-12-16,Evening,yes,P1954816
CUST#4917,Female,43,10,4244,Wallet,Shyambazar,2023-07-24,Afternoon,yes,S11474817
CUST#4918,Female,29,24,4371,Wallet,Salt Lake,2023-11-08,Morning,yes,S3434818
CUST#4919,Male,41,6,4422,Wallet,Alipore,2023-07-04,Evening,yes,A9454819
CUST#4920,Male,36,19,2193,Debit Card,Salt Lake,2023-05-03,Afternoon,yes,S8674820
CUST#4921,Male,46,25,1403,Debit Card,Gariahat,2023-07-27,Evening,yes,G2284821
CUST#4922,Male,21,11,4155,Cash,Salt Lake,2023-05-17,Evening,yes,S4324822
CUST#4923,Female,33,9,1474,Cash,Jadavpur,2023-04-15,Afternoon,yes,J10114823
CUST#4924,Female,49,24,3053,Debit Card,Dum Dum,2023-05-22,Evening,yes,D10744824
CUST#4925,Male,30,7,1092,Debit Card,Shyambazar,2023-07-09,Afternoon,yes,S9194825
CUST#4926,Female,63,13,3224,Cash,Park Street,2023-04-23,Afternoon,yes,P1194826
CUST#4927,Female,62,11,957,UPI,Jadavpur,2023-10-14,Night,yes,J10864827
CUST#4928,Male,30,10,2156,UPI,Tollygunge,2023-09-02,Evening,yes,T5874828
CUST#4929,Male,33,24,2184,UPI,Behala,2023-01-04,Evening,yes,B2594829
CUST#4930,Male,63,28,4247,Credit Card,Salt Lake,2023-09-22,Night,yes,S7314830
CUST#4931,Female,19,8,1378,Wallet,Alipore,2023-02-27,Afternoon,yes,A9764831
CUST#4932,Female,21,13,4527,Cash,Alipore,2023-10-06,Morning,yes,A1034832
CUST#4933,Female,18,21,3534,Wallet,Tollygunge,2023-05-22,Morning,yes,T8544833
CUST#4934,Female,60,18,3461,Cash,Gariahat,2023-10-14,Morning,yes,G11174834
CUST#4935,Female,59,11,2112,Wallet,Park Street,2023-10-09,Night,yes,P8524835
CUST#4936,Male,38,13,2058,Cash,Tollygunge,2023-04-25,Morning,yes,T2334836
CUST#4937,Female,33,6,2825,Cash,Behala,2023-09-02,Evening,yes,B6954837
CUST#4938,Female,37,8,767,Credit Card,Behala,2023-03-10,Afternoon,yes,B7634838
CUST#4939,Male,60,17,4012,Credit Card,Dum Dum,2023-07-01,Morning,yes,D1594839
CUST#4940,Male,33,12,2913,Credit Card,Dum Dum,2023-02-17,Night,yes,D5084840
CUST#4941,Female,24,8,3283,Cash,Dum Dum,2023-07-14,Evening,yes,D4614841
CUST#4942,Male,34,15,4572,Credit Card,Behala,2023-04-24,Night,yes,B5744842
CUST#4943,Male,35,25,4330,Wallet,Ballygunge,2023-03-10,Evening,yes,B8274843
CUST#4944,Female,28,22,4274,Credit Card,Shyambazar,2023-06-26,Morning,yes,S10694844
CUST#4945,Female,48,19,889,Credit Card,Dum Dum,2023-01-11,Afternoon,yes,D6704845
CUST#4946,Female,24,13,2552,Debit Card,Tollygunge,2023-09-07,Night,yes,T1834846
CUST#4947,Male,51,17,3407,Debit Card,Behala,2023-07-10,Evening,yes,B3084847
CUST#4948,Female,42,11,3446,UPI,Gariahat,2023-05-01,Night,yes,G10754848
CUST#4949,Female,49,12,1658,UPI,Tollygunge,2023-03-22,Night,yes,T8314849
CUST#4950,Female,62,13,2020,Wallet,Behala,2023-09-15,Evening,yes,B8534850
CUST#4951,Female,47,22,4334,Cash,Tollygunge,2023-06-20,Afternoon,yes,T6714851
CUST#4952,Male,51,7,2797,Debit Card,Park Street,2023-06-18,Morning,yes,P8384852
CUST#4953,Female,31,7,822,Credit Card,Gariahat,2023-02-23,Afternoon,yes,G1594853
CUST#4954,Male,43,27,1950,Credit Card,Jadavpur,2023-07-08,Morning,yes,J8484854
CUST#4955,Male,47,27,3475,Wallet,Gariahat,2023-11-18,Afternoon,yes,G9324855
CUST#4956,Female,51,8,1276,Debit Card,Park Street,2023-09-26,Afternoon,yes,P1194856
CUST#4957,Male,26,22,3987,Cash,Behala,2023-10-14,Morning,yes,B10674857
CUST#4958,Male,25,13,2797,Credit Card,Dum Dum,2023-01-26,Afternoon,yes,D5784858
CUST#4959,Female,58,12,953,Debit Card,Tollygunge,2023-10-30,Night,yes,T2504859
CUST#4960,Female,61,17,2569,Debit Card,Gariahat,2023-08-16,Night,yes,G7704860
CUST#4961,Male,35,25,969,UPI,Salt Lake,2023-12-02,Evening,yes,S8894861
CUST#4962,Female,56,13,3357,Cash,Tollygunge,2023-10-29,Night,yes,T1664862
CUST#4963,Male,55,24,2245,Debit Card,Dum Dum,2023-06-16,Morning,yes,D2544863
CUST#4964,Male,26,10,3774,UPI,Behala,2023-11-05,Night,yes,B3504864
CUST#4965,Female,44,10,3359,Cash,Behala,2023-01-02,Morning,yes,B4304865
CUST#4966,Female,56,20,1606,Debit Card,Salt Lake,2023-09-29,Morning,yes,S9704866
CUST#4967,Male,25,13,3859,Cash,Salt Lake,2023-03-12,Evening,yes,S7344867
CUST#4968,Female,33,16,4453,Debit Card,Shyambazar,2023-07-10,Afternoon,yes,S4044868
CUST#4969,Female,46,7,1329,Credit Card,Salt Lake,2023-03-06,Evening,yes,S8034869
CUST#4970,Female,21,25,1834,Debit Card,Park Street,2023-06-26,Evening,yes,P5054870
CUST#4971,Male,25,11,3971,UPI,Park Street,2023-12-06,Night,yes,P3734871
CUST#4972,Female,63,28,2289,Wallet,Behala,2023-03-25,Morning,yes,B5284872
CUST#4973,Female,47,8,1370,Debit Card,Park Street,2023-01-29,Evening,yes,P10534873
CUST#4974,Female,20,19,2410,Cash,Tollygunge,2023-01-13,Morning,yes,T8304874
CUST#4975,Male,32,22,3055,Wallet,Dum Dum,2023-04-19,Morning,yes,D5824875
CUST#4976,Female,55,16,2422,Debit Card,Dum Dum,2023-07-19,Night,yes,D11854876
CUST#4977,Male,51,16,3369,Cash,Shyambazar,2023-02-04,Evening,yes,S10654877
CUST#4978,Female,32,21,843,Debit Card,Jadavpur,2023-03-21,Night,yes,J6314878
CUST#4979,Female,65,6,1889,UPI,Tollygunge,2023-08-13,Evening,yes,T7634879
CUST#4980,Female,36,15,1855,Wallet,Tollygunge,2023-04-10,Morning,yes,T4914880
CUST#4981,Female,57,15,3121,Cash,Tollygunge,2023-12-20,Night,yes,T8534881
CUST#4982,Male,48,9,2073,Debit Card,Salt Lake,2023-03-12,Night,yes,S7974882
CUST#4983,Female,52,18,3636,Credit Card,Salt Lake,2023-01-08,Morning,yes,S1064883
CUST#4984,Male,20,24,2100,Wallet,Salt Lake,2023-09-10,Morning,yes,S8074884
CUST#4985,Female,25,24,1083,Cash,Dum Dum,2023-01-29,Evening,yes,D11744885
CUST#4986,Female,52,6,1699,Wallet,Tollygunge,2023-01-11,Night,yes,T8324886
CUST#4987,Female,62,17,2072,Credit Card,Salt Lake,2023-12-12,Night,yes,S4884887
CUST#4988,Male,33,21,3249,Cash,Dum Dum,2023-02-05,Night,yes,D5634888
CUST#4989,Female,54,13,1489,Debit Card,Gariahat,2023-05-04,Evening,yes,G3694889
CUST#4990,Male,49,15,3557,Wallet,Gariahat,2023-09-02,Night,yes,G6874890
CUST#4991,Male,24,11,923,Cash,Salt Lake,2023-11-10,Morning,yes,S2294891
CUST#4992,Female,28,18,1627,Wallet,Behala,2023-04-27,Afternoon,yes,B9144892
CUST#4993,Male,64,10,1823,UPI,Shyambazar,2023-02-15,Evening,yes,S6184893
CUST#4994,Male,18,29,1935,Debit Card,Park Street,2023-02-26,Morning,yes,P2224894
CUST#4995,Male,48,14,2378,Debit Card,Jadavpur,2023-11-08,Evening,yes,J3504895
CUST#4996,Male,38,24,1747,Debit Card,Gariahat,2023-10-15,Night,yes,G6244896
CUST#4997,Female,41,20,1193,UPI,Tollygunge,2023-01-05,Afternoon,yes,T6264897
CUST#4998,Female,54,24,4201,UPI,Shyambazar,2023-01-15,Evening,yes,S1864898
CUST#4999,Female,32,22,2420,Cash,Park Street,2023-11-04,Night,yes,P9864899
CUST#5000,Male,30,28,3502,Cash,Gariahat,2023-11-14,Morning,yes,G8474900
CUST#5001,Female,19,16,1199,Cash,Tollygunge,2023-04-28,Morning,yes,T6604901
CUST#5002,Female,35,9,2365,UPI,Ballygunge,2023-05-29,Afternoon,yes,B10064902
CUST#5003,Female,44,15,2676,UPI,Alipore,2023-03-22,Afternoon,yes,A8134903
CUST#5004,Female,18,18,2583,Debit Card,Park Street,2023-04-17,Morning,yes,P11464904
CUST#5005,Female,24,14,3605,Cash,Salt Lake,2023-01-09,Night,yes,S10344905
CUST#5006,Male,63,11,1587,Cash,Salt Lake,2023-08-01,Evening,yes,S3514906
CUST#5007,Male,27,7,4335,Cash,Tollygunge,2023-01-18,Night,yes,T11724907
CUST#5008,Female,33,17,4150,UPI,Salt Lake,2023-09-16,Afternoon,yes,S6044908
CUST#5009,Female,46,15,2430,Debit Card,Shyambazar,2023-12-14,Afternoon,yes,S1134909
CUST#5010,Female,22,15,4371,Cash,Dum Dum,2023-12-15,Evening,yes,D9064910
CUST#5011,Male,19,12,4510,Wallet,Tollygunge,2023-10-22,Afternoon,yes,T5464911
CUST#5012,Male,33,11,4176,Debit Card,Gariahat,2023-06-04,Night,yes,G11064912
CUST#5013,Male,58,20,912,Credit Card,Gariahat,2023-09-28,Evening,yes,G11294913
CUST#5014,Male,44,14,2843,Debit Card,Behala,2023-10-07,Evening,yes,B3404914
CUST#5015,Male,25,29,4162,Credit Card,Tollygunge,2023-12-16,Evening,yes,T8774915
CUST#5016,Male,30,22,1054,Wallet,Gariahat,2023-06-04,Afternoon,yes,G4154916
CUST#5017,Male,27,28,2510,Wallet,Behala,2023-02-10,Afternoon,yes,B10804917
CUST#5018,Male,42,29,2965,Wallet,Dum Dum,2023-11-25,Night,yes,D10764918
CUST#5019,Male,61,9,1530,Cash,Gariahat,2023-12-19,Afternoon,yes,G7024919
CUST#5020,Male,37,18,978,UPI,Tollygunge,2023-04-22,Morning,yes,T10704920
CUST#5021,Female,43,25,2317,Debit Card,Ballygunge,2023-08-02,Morning,yes,B4504921
CUST#5022,Female,40,26,1155,Credit Card,Alipore,2023-10-24,Evening,yes,A4874922
CUST#5023,Female,41,8,1203,Debit Card,Ballygunge,2023-03-08,Afternoon,yes,B1384923
CUST#5024,Male,49,17,4510,Credit Card,Salt Lake,2023-03-25,Afternoon,yes,S10194924
CUST#5025,Female,38,12,2929,Cash,Behala,2023-08-24,Evening,yes,B5134925
CUST#5026,Female,64,19,1298,Debit Card,Gariahat,2023-03-14,Evening,yes,G3454926
CUST#5027,Male,53,17,1370,Credit Card,Salt Lake,2023-09-21,Evening,yes,S7004927
CUST#5028,Male,28,12,1145,Debit Card,Gariahat,2023-07-31,Morning,yes,G3704928
CUST#5029,Male,25,17,759,Debit Card,Dum Dum,2023-04-25,Morning,yes,D9134929
CUST#5030,Female,55,17,3265,Wallet,Ballygunge,2023-08-10,Morning,yes,B1524930
CUST#5031,Female,26,20,3190,Wallet,Tollygunge,2023-02-21,Night,yes,T3394931
CUST#5032,Male,27,27,3633,Cash,Park Street,2023-04-24,Night,yes,P2274932
CUST#5033,Male,26,25,3810,Wallet,Alipore,2023-04-23,Morning,yes,A4664933
